2.528e-07	0	0	0
2.53e-07	0	0	0
2.532e-07	0	0	0
2.534e-07	0	0	0
2.536e-07	0	0	0
2.538e-07	0	0	0
2.54e-07	0	0	0
2.542e-07	0	0	0
2.544e-07	0	0	0
2.546e-07	0	0	0
2.548e-07	0	0	0
2.55e-07	0	0	0
2.552e-07	0	0	0
2.554e-07	0	0	0
2.556e-07	0	0	0
2.558e-07	0	0	0
2.56e-07	0	0	0
2.562e-07	0	0	0
2.564e-07	0	0	0
2.566e-07	0	0	0
2.568e-07	0	0	0
2.57e-07	0	0	0
2.572e-07	0	0	0
2.574e-07	0	0	0
2.576e-07	0	0	0
2.578e-07	0	0	0
2.58e-07	0	0	0
2.582e-07	0	0	0
2.584e-07	0	0	0
2.586e-07	0	0	0
2.588e-07	0	0	0
2.59e-07	0	0	0
2.592e-07	0	0	0
2.594e-07	0	0	0
2.596e-07	0	0	0
2.598e-07	0	0	0
2.6e-07	0	0	0
2.602e-07	0	0	0
2.604e-07	0	0	0
2.606e-07	0	0	0
2.608e-07	0	0	0
2.61e-07	0	0	0
2.612e-07	0	0	0
2.614e-07	0	0	0
2.616e-07	0	0	0
2.618e-07	0	0	0
2.62e-07	0	0	0
2.622e-07	0	0	0
2.624e-07	0	0	0
2.626e-07	0	0	0
2.628e-07	0	0	0
2.63e-07	0	0	0
2.632e-07	0	0	0
2.634e-07	-3.36379822694e-13	6.843637435287e-13	-3.9130784256089e-13
2.636e-07	1.1726276803168e-13	-5.7193505749546e-13	1.1681204327707e-13
2.638e-07	8.5208430892709e-14	-1.1132857666029e-13	1.0815484413654e-13
2.64e-07	1.0186765132447e-13	-1.282936793684e-12	1.178617314768e-13
2.642e-07	-1.4299385935436e-12	-8.9077602834092e-13	-1.8768033916429e-12
2.644e-07	2.0210300005595e-12	-4.8126986680492e-12	2.8794434875324e-12
2.646e-07	-1.3283151184141e-13	3.113647228331e-12	-4.9095210455416e-13
2.648e-07	1.5958046704884e-12	5.1249225449432e-12	2.0268927296998e-12
2.65e-07	-1.3981272705602e-12	1.1779226414723e-11	-1.9774166916731e-12
2.652e-07	2.9096911127545e-12	-1.3209166974281e-11	3.137468440477e-12
2.654e-07	4.2243995545527e-12	8.1547580051884e-12	5.7091080654423e-12
2.656e-07	-1.865917217442e-12	5.1212910778509e-12	-4.1241554401508e-12
2.658e-07	-1.249332836874e-11	-5.9654519593889e-12	-1.6430401358248e-11
2.66e-07	-4.5615027976019e-12	-5.1279475149233e-12	-6.0700241198232e-12
2.662e-07	-1.7875644419028e-11	8.1331787678207e-12	-2.317437141253e-11
2.664e-07	-1.0677275410382e-11	-1.1267170911079e-12	-1.3281314686643e-11
2.666e-07	-1.4444019242863e-11	2.7457153941255e-11	-1.9398802128499e-11
2.668e-07	3.1227704954607e-12	1.0010705901344e-10	2.2829855703651e-12
2.67e-07	-1.4375303020039e-12	8.4123459683232e-11	-1.0826782513977e-12
2.672e-07	-3.3947650103296e-11	1.2026403075608e-10	-4.746691923485e-11
2.674e-07	-1.1470293442124e-10	1.5668320424102e-10	-1.506347517596e-10
2.676e-07	1.7080640883209e-12	8.219688031371e-11	2.2933871142851e-12
2.678e-07	-5.9681939505683e-11	1.6583739146204e-10	-8.0028317843629e-11
2.68e-07	-6.9848274521361e-11	1.4318007363013e-10	-9.2715867706934e-11
2.682e-07	-7.0735364443727e-11	1.3428648303062e-10	-9.8228978293085e-11
2.684e-07	3.1566317448036e-11	1.8258275451523e-10	4.1319959528933e-11
2.686e-07	-6.017142140038e-11	1.6642997269531e-10	-7.355198904063e-11
2.688e-07	-3.5536114384728e-11	2.0008476848157e-10	-4.9694224729248e-11
2.69e-07	-2.4914276750955e-11	1.7991891243142e-10	-3.1526987878965e-11
2.692e-07	-1.9033211552963e-11	1.7799104304318e-10	-1.8877717065893e-11
